日期,渠道号,所属渠道,渠道类型,合作方式,部门,汇总类型,新增用户数,1日留存率,3日留存率,7日留存率,14日留存率,30日留存率,1日arpu净值,3日arpu净值,7日arpu净值,14日arpu净值,30日arpu净值,LT3,LT7,LT14,LT30,LT180预估,LT365预估,ltv1,ltv3,ltv7,ltv14,ltv30,ltv180预估,ltv365预估,新增单价,roi365预估,花费,活跃arpu,净值系数,活跃arpu净值,ltv180净值,ltv365净值,roi365净值,系数a,系数b,拟合优度
20190617,815541,掌越科技,线上代理商,付费推广,产品推广部,5,15,0.4,0.133333,0.333333,0,0,0,0,0,0,0,1.933333,3.4,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0.003319,2.65,0.008795,0,0,0,0,0,0
20190617,815809,蓝之悦网络,线上代理商,付费推广,产品推广部,5,139,0.402878,0.309353,0.23741,0.122302,0,0.379209,0.218148,0.132035,0.093538,0,1.748201,2.899281,4.107914,4.107914,0,0,0.379209,0.381367,0.382806,0.384245,0,0,0,0,0,0,0.080365,2.65,0.212967,0,0,0,0,0,0
20190617,815496,头条官方优化-亿科（齐欣）,线上CPC,付费推广,产品推广部,5,107,0.411215,0.299065,0.17757,0.158879,0,0.076262,0.077444,0.078521,0.068469,0,1.682243,2.654206,3.785047,3.785047,14.222542,21.027905,0.076262,0.13028,0.208411,0.259159,0,0.416521,0.615823,3.086262,0.199537,330.23,0.029286,2.65,0.077608,1.103781,1.631931,0.528773,0.4082,-0.4315,0.9775
20190617,814983,广点通--亿科,线上CPC,付费推广,产品推广部,5,60,0.266667,0.183333,0.1,0.066667,0,0.0745,0.055714,0.066385,0.059107,0,1.516667,2.166667,2.8,2.8,0,0,0.0745,0.0845,0.143833,0.1655,0,0,0,4.389167,0,263.35,0.030583,2.65,0.081045,0,0,0,0,0,0
20190617,812220,广点通-亿科2,线上CPC,付费推广,产品推广部,5,194,0.298969,0.252577,0.154639,0.103093,0,0.024588,0.03689,0.039342,0.042256,0,1.541237,2.505155,3.587629,3.587629,13.136628,19.734995,0.024588,0.056856,0.098557,0.151598,0,0.429108,0.644644,4.114072,0.156692,798.13,0.032665,2.65,0.086562,1.137136,1.708307,0.415234,0.3392,-0.4038,0.8846
20190617,100193,搜狗助手,线上应用市场,付费推广,产品推广部,5,3120,0.414103,0.307372,0.24391,0.210256,0,0.025054,0.040105,0.045445,0.048379,0,1.762179,2.863782,4.426603,4.426603,25.728162,42.744949,0.025054,0.070673,0.130144,0.214154,0,0.74501,1.237765,3.554231,0.348251,11089.2,0.028957,2.65,0.076736,1.974276,3.280077,0.922865,0.4121,-0.2688,0.9968
20190617,815826,牵群科技,线上代理商,付费推广,产品推广部,5,116,0.37069,0.310345,0,0,0,0.016121,0,0,0,0,1.37069,1.37069,1.37069,1.37069,0,0,0.016121,0,0,0,0,0,0,0,0,0,0.005705,2.65,0.015118,0,0,0,0,0,0
20190617,815575,头条-优矩2,线上CPC,付费推广,产品推广部,5,879,0.316268,0.192264,0.171786,0.138794,0,0.030398,0.073902,0.077478,0.084039,0,1.539249,2.313993,3.47554,3.47554,15.516812,24.469676,0.030398,0.113754,0.179283,0.292082,0,0.528937,0.834122,3.502344,0.238161,3078.56,0.034088,2.65,0.090333,1.401683,2.210423,0.631127,0.3104,-0.3331,0.9298
20190617,815244,头条-齐欣,线上CPC,付费推广,产品推广部,5,127,0.251969,0.204724,0.19685,0.110236,0,0.022677,0.056178,0.063656,0.060097,0,1.503937,2.19685,3.244094,3.244094,11.835292,17.865333,0.022677,0.084488,0.139843,0.194961,0,0.354964,0.535817,1.846457,0.290187,234.5,0.029992,2.65,0.079479,0.940655,1.419915,0.768996,0.2881,-0.3907,0.93
20190617,813198,广点通-派瑞,线上CPC,付费推广,产品推广部,5,265,0.411321,0.30566,0.230189,0.188679,0,0.023925,0.031965,0.027656,0.024195,0,1.728302,2.898113,4.335849,4.335849,21.397038,34.087256,0.023925,0.055245,0.080151,0.104906,0,0.477389,0.760521,3.870189,0.196507,1025.6,0.022311,2.65,0.059124,1.265081,2.015381,0.520744,0.4278,-0.3281,0.961
20190617,810461,广点通--亿科,线上CPC,付费推广,产品推广部,5,291,0.323024,0.206186,0.127148,0.09622,0,0.051168,0.066847,0.093538,0.075913,0,1.591065,2.292096,3.161512,3.161512,0,0,0.051168,0.106357,0.214399,0.24,0,0,0,4.794021,0,1395.06,0.022552,2.65,0.059763,0,0,0,0,0,0
20190617,814287,点思-一下通,线上CPC,付费推广,产品推广部,5,17,0.235294,0,0.176471,0,0,0,0,0,0,0,1.294118,1.411765,1.411765,1.411765,0,0,0,0,0,0,0,0,0,0,0,0,0.006202,2.65,0.016435,0,0,0,0,0,0
20190617,815673,日月同行,线上代理商,付费推广,产品推广部,5,205,0.507317,0.4,0.287805,0.121951,0,0.361756,0.191802,0.113977,0.079386,0,1.921951,3.360976,4.843902,4.843902,0,0,0.361756,0.368634,0.383073,0.384537,0,0,0,0,0,0,0.156157,2.65,0.413816,0,0,0,0,0,0
20190617,815406,广点通-派瑞3,线上CPC,付费推广,产品推广部,5,985,0.271066,0.210152,0.15533,0.129949,0,0.023726,0.030464,0.035198,0.042793,0,1.51066,2.259898,3.278173,3.278173,16.514167,26.838122,0.023726,0.04602,0.079543,0.140284,0,0.434405,0.705977,2.49464,0.282998,2457.22,0.026305,2.65,0.069708,1.151173,1.870839,0.749945,0.2796,-0.2888,0.992
20190617,814233,云动dsp,DSP平台,付费推广,产品推广部,5,56,0.660714,0.482143,0.357143,0.232143,0,0.056964,0.029675,0.020413,0.02368,0,2.196429,3.892857,6.017857,6.017857,0,0,0.056964,0.065179,0.079464,0.1425,0,0,0,2.040893,0,114.29,0.013155,2.65,0.034861,0,0,0,0,0,0
20190617,810545,广点通--亿科,线上CPC,付费推广,产品推广部,5,44,0.363636,0.363636,0.204545,0.159091,0,0.020455,0.031081,0.030345,0.067568,0,1.681818,2.636364,4.204545,4.204545,0,0,0.020455,0.052273,0.08,0.284091,0,0,0,2.915455,0,128.28,0.019231,2.65,0.050962,0,0,0,0,0,0
20190617,813371,安徽远程,线下渠道,付费推广,产品推广部,5,37,0.594595,0.540541,0.432432,0,0,0,0,0,0,0,2.216216,4.135135,5.540541,5.540541,0,0,0,0,0,0,0,0,0,0,0,0,0.014593,2.65,0.038671,0,0,0,0,0,0
20190617,815808,蓝之悦网络,线上代理商,付费推广,产品推广部,5,151,0.430464,0.364238,0.258278,0.13245,0,0.409007,0.230706,0.137233,0.095158,0,1.781457,3.039735,4.390728,4.390728,0,0,0.409007,0.410993,0.417152,0.417815,0,0,0,0,0,0,0.09292,2.65,0.246238,0,0,0,0,0,0
20190617,815475,头条-齐欣2,线上CPC,付费推广,产品推广部,5,709,0.296192,0.19464,0.146685,0.111425,0,0.031481,0.057798,0.062758,0.063056,0,1.524683,2.188999,3.06488,3.06488,11.011798,16.202101,0.031481,0.088124,0.137377,0.193258,0,0.431905,0.635479,4.03189,0.157613,2858.61,0.039222,2.65,0.103938,1.144548,1.684019,0.417674,0.3055,-0.4282,0.9852
20190617,814981,广点通--亿科,线上CPC,付费推广,产品推广部,5,149,0.348993,0.261745,0.241611,0.161074,0,0.014765,0.0324,0.024526,0.030455,0,1.677852,2.758389,4.134228,4.134228,0,0,0.014765,0.054362,0.067651,0.125906,0,0,0,5.132617,0,764.76,0.017889,2.65,0.047406,0,0,0,0,0,0
20190617,812217,广点通-亿科2,线上CPC,付费推广,产品推广部,5,484,0.349174,0.262397,0.210744,0.171488,0,0.011136,0.015941,0.02036,0.026663,0,1.613636,2.582645,3.919421,3.919421,18.388375,29.199822,0.011136,0.025723,0.052583,0.104504,0,0.495695,0.78714,1.35843,0.579448,657.48,0.026957,2.65,0.071436,1.313592,2.085921,1.535537,0.3656,-0.3286,0.9469
20190617,100177,应用宝,线上应用市场,免费换量,产品推广部,5,6202,0.35021,0.262335,0.204611,0.172525,0,0.02084,0.038011,0.042361,0.048257,0,1.639955,2.597227,3.939052,3.939052,22.028208,36.47607,0.02084,0.062336,0.110021,0.190085,0,0.529999,0.877614,0,0,0,0.02406,2.65,0.063759,1.404497,2.325677,0,0.3519,-0.2698,0.9978
20190617,815691,华航科创,线上代理商,付费推广,产品推广部,5,64,0.46875,0.296875,0,0,0,0.028906,0,0,0,0,1.46875,1.46875,1.46875,1.46875,0,0,0.028906,0,0,0,0,0,0,0,0,0,0.005011,2.65,0.013279,0,0,0,0,0,0
20190617,815574,头条-优矩2,线上CPC,付费推广,产品推广部,5,273,0.358974,0.241758,0.179487,0.131868,0,0.010366,0.03738,0.037054,0.039576,0,1.608059,2.461538,3.626374,3.626374,14.671746,22.2868,0.010366,0.06011,0.091209,0.143516,0,0.424439,0.644735,3.300952,0.195318,901.16,0.028929,2.65,0.076662,1.124763,1.708548,0.517593,0.3622,-0.3899,0.971
20190617,815240,头条-齐欣,线上CPC,付费推广,产品推广部,5,1335,0.290637,0.170037,0.11985,0.089888,0,0.026502,0.041517,0.047496,0.055427,0,1.506367,2.108614,2.848689,2.848689,10.276703,15.055735,0.026502,0.062539,0.10015,0.157895,0,0.290707,0.425897,3.534434,0.120499,4718.47,0.028288,2.65,0.074963,0.770374,1.128627,0.319322,0.285,-0.4305,0.9918
20190617,813197,广点通-派瑞,线上CPC,付费推广,产品推广部,5,40,0.15,0.15,0.075,0.05,0,0.01275,0.026939,0.018333,0.02402,0,1.225,1.8,2.55,2.55,0,0,0.01275,0.033,0.033,0.06125,0,0,0,1.1635,0,46.54,0.025056,2.65,0.066398,0,0,0,0,0,0
20190617,810460,广点通--亿科,线上CPC,付费推广,产品推广部,5,604,0.251656,0.182119,0.110927,0.110927,0,0.022748,0.047163,0.043301,0.043341,0,1.43543,2.061258,2.859272,2.859272,11.513223,17.682263,0.022748,0.067699,0.089255,0.123924,0,0.266243,0.408902,2.637964,0.155007,1593.33,0.023125,2.65,0.061281,0.705544,1.08359,0.410769,0.2494,-0.3607,0.9828
20190617,813183,广点通-派瑞,线上CPC,付费推广,产品推广部,5,24,0.666667,0.333333,0.416667,0,0,0.02375,0.0114,0,0,0,2.083333,3.041667,3.041667,3.041667,0,0,0.02375,0.02375,0,0,0,0,0,4.681667,0,112.36,0.033046,2.65,0.087572,0,0,0,0,0,0
20190617,815672,日月同行,线上代理商,付费推广,产品推广部,5,15,0.533333,0.333333,0.266667,0,0,0.026667,0.014815,0.009091,0.008333,0,1.8,2.933333,3.2,3.2,0,0,0.026667,0.026667,0.026667,0.026667,0,0,0,0,0,0,0.00597,2.65,0.01582,0,0,0,0,0,0
20190617,815405,广点通-派瑞3,线上CPC,付费推广,产品推广部,5,61,0.360656,0.344262,0.245902,0.245902,0,0.077869,0.053774,0.061611,0.057076,0,1.737705,2.95082,4.540984,4.540984,0,0,0.077869,0.093443,0.181803,0.25918,0,0,0,3.206393,0,195.59,0.036132,2.65,0.09575,0,0,0,0,0,0
20190617,814227,邻度dsp,DSP平台,付费推广,产品推广部,5,26,0.384615,0.307692,0.230769,0.230769,0,0.015385,0.009756,0.005556,0.004348,0,1.576923,2.769231,4.423077,4.423077,0,0,0.015385,0.015385,0.015385,0.019231,0,0,0,2.028846,0,52.75,0.021228,2.65,0.056254,0,0,0,0,0,0
20190617,810544,广点通--亿科,线上CPC,付费推广,产品推广部,5,5902,0.315486,0.231447,0.181633,0.150457,0,0.025386,0.033822,0.035196,0.040017,0,1.573196,2.418672,3.585734,3.585734,16.73418,26.515748,0.025386,0.053209,0.085127,0.143492,0,0.50057,0.793166,2.917242,0.271889,17217.56,0.029913,2.65,0.079269,1.32651,2.10189,0.720506,0.3308,-0.3286,0.9707
20190617,811194,神马sem--掌汇（猎鹰）,线上CPC,付费推广,产品推广部,5,17,0.647059,0.470588,0.411765,0,0,0,0.011429,0.024194,0,0,2.058824,3.647059,4.647059,4.647059,0,0,0,0.023529,0.088235,0,0,0,0,4.37,0,74.29,0.03416,2.65,0.090524,0,0,0,0,0,0
20190617,811644,头条--品众,线上CPC,付费推广,产品推广部,5,36,0.166667,0.222222,0.194444,0,0,0,0.015833,0.036351,0,0,1.333333,2.055556,2.444444,2.444444,0,0,0,0.021111,0.074722,0,0,0,0,0,0,0,0.024012,2.65,0.063632,0,0,0,0,0,0
20190617,815788,广点通--亿科,线上CPC,付费推广,产品推广部,5,387,0.550388,0.369509,0.27907,0.21447,0,0.10522,0.079141,0.066341,0.055097,0,1.984496,3.382429,5.054264,5.054264,0,0,0.10522,0.157054,0.224393,0.278475,0,0,0,6.039716,0,2337.37,0.037636,2.65,0.099735,0,0,0,0,0,0
20190617,815474,头条-齐欣2,线上CPC,付费推广,产品推广部,5,144,0.270833,0.201389,0.118056,0.125,0,0.019097,0.039537,0.045957,0.055225,0,1.5,2.25,3.243056,3.243056,12.242846,18.574275,0.019097,0.059306,0.103403,0.179097,0,0.46251,0.701699,2.762361,0.254021,397.78,0.037778,2.65,0.100112,1.225651,1.859502,0.673156,0.2912,-0.3839,0.9315
20190617,814978,创新梦想,线上代理商,付费推广,产品推广部,5,213,0.633803,0.455399,0.28169,0.201878,0,0.010423,0.007625,0.008447,0.015705,0,2.15493,3.71831,5.497653,5.497653,21.715834,32.009805,0.010423,0.016432,0.031408,0.086338,0,0.304565,0.448938,0,0,0,0.014025,2.65,0.037166,0.807097,1.189686,0,0.6873,-0.4508,0.9739
20190617,812215,广点通-亿科2,线上CPC,付费推广,产品推广部,5,857,0.294049,0.204201,0.169195,0.124854,0,0.03014,0.046435,0.045487,0.049807,0,1.512252,2.252042,3.259043,3.259043,14.756126,23.236057,0.03014,0.070222,0.102439,0.162322,0,0.401101,0.631603,2.060992,0.306456,1766.27,0.027182,2.65,0.072032,1.062918,1.673748,0.812108,0.2942,-0.3332,0.9855
20190617,815661,岚宇,线上代理商,付费推广,产品推广部,5,11,0.181818,0.181818,0.090909,0,0,0.033636,0.023125,0.016087,0,0,1.454545,2.090909,2.454545,2.454545,0,0,0.033636,0.033636,0.033636,0,0,0,0,0,0,0,0.030833,2.65,0.081707,0,0,0,0,0,0
20190617,815674,江西创云,线上代理商,付费推广,产品推广部,5,54,0.388889,0.37037,0,0,0,0.079259,0,0,0,0,1.388889,1.388889,1.388889,1.388889,0,0,0.079259,0,0,0,0,0,0,0,0,0,0.060871,2.65,0.161308,0,0,0,0,0,0
20190617,815573,头条-优矩2,线上CPC,付费推广,产品推广部,5,45,0.244444,0.2,0.111111,0.111111,0,0.030667,0.027619,0.01871,0.017008,0,1.4,2.066667,2.822222,2.822222,0,0,0.030667,0.038667,0.038667,0.048,0,0,0,1.264667,0,56.91,0.025755,2.65,0.068251,0,0,0,0,0,0
20190617,815237,头条-齐欣,线上CPC,付费推广,产品推广部,5,81,0.469136,0.296296,0.259259,0.197531,0,0.059877,0.06162,0.056511,0.05962,0,1.753086,2.901235,4.54321,4.54321,0,0,0.059877,0.108025,0.163951,0.270864,0,0,0,2.95037,0,238.98,0.027075,2.65,0.071749,0,0,0,0,0,0
20190617,813196,广点通-派瑞,线上CPC,付费推广,产品推广部,5,48,0.333333,0.208333,0.125,0.083333,0,0.07625,0.049459,0.04301,0.040704,0,1.541667,2.145833,2.958333,2.958333,0,0,0.07625,0.07625,0.092292,0.120417,0,0,0,0.1025,0,4.92,0.023031,2.65,0.061032,0,0,0,0,0,0
20190617,810459,广点通--亿科,线上CPC,付费推广,产品推广部,5,2177,0.378962,0.279283,0.230593,0.190629,0,0.023973,0.034297,0.034197,0.035073,0,1.68994,2.726229,4.196601,4.196601,23.256975,38.341996,0.023973,0.05796,0.093229,0.147189,0,0.636543,1.04942,5.251429,0.199835,11432.36,0.02737,2.65,0.07253,1.686839,2.780963,0.529563,0.3846,-0.278,0.9914
20190617,815416,头条-齐欣,线上CPC,付费推广,产品推广部,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.7,0,0.7,0.027432,2.65,0.072695,0,0,0,0,0,0
20190617,815671,日月同行,线上代理商,付费推广,产品推广部,5,133,0.406015,0.345865,0.233083,0.12782,0,0.287218,0.166087,0.106361,0.072554,0,1.729323,2.87218,4.210526,4.210526,0,0,0.287218,0.287218,0.305489,0.305489,0,0,0,0,0,0,0.107768,2.65,0.285585,0,0,0,0,0,0
20190617,815403,广点通-派瑞3,线上CPC,付费推广,产品推广部,5,764,0.269634,0.210733,0.168848,0.163613,0,0.027723,0.032349,0.031192,0.032901,0,1.493455,2.284031,3.438482,3.438482,19.83237,33.589648,0.027723,0.048312,0.071243,0.113128,0,0.56195,0.951763,0,0,0,0.028335,2.65,0.075088,1.489167,2.522172,0,0.2722,-0.2325,0.9858
20190617,814223,邻度dsp,DSP平台,付费推广,产品推广部,5,78,0.346154,0.166667,0.217949,0.192308,0,0.011538,0.017176,0.017389,0.023247,0,1.679487,2.602564,3.948718,3.948718,0,0,0.011538,0.028846,0.045256,0.091795,0,0,0,2.1,0,163.8,0.015494,2.65,0.041059,0,0,0,0,0,0
20190617,810543,广点通--亿科,线上CPC,付费推广,产品推广部,5,103,0.242718,0.174757,0.106796,0.087379,0,0.005825,0.006,0.019183,0.042543,0,1.456311,2.019417,2.825243,2.825243,9.950513,14.745436,0.005825,0.008738,0.038738,0.120194,0,0.258077,0.382438,1.077476,0.354939,110.98,0.025936,2.65,0.06873,0.683904,1.013461,0.940588,0.2556,-0.4103,0.9557
20190617,811189,神马sem--掌汇（猎鹰）,线上CPC,付费推广,产品推广部,5,25,0.4,0.28,0.28,0,0,0.0408,0.024286,0.017838,0,0,1.68,2.96,3.56,3.56,0,0,0.0408,0.0408,0.0528,0,0,0,0,2.6848,0,67.12,0.017565,2.65,0.046547,0,0,0,0,0,0
20190617,815786,广点通--亿科,线上CPC,付费推广,产品推广部,5,421,0.456057,0.327791,0.228029,0.190024,0,0.05981,0.060078,0.064156,0.060963,0,1.831354,3.109264,4.589074,4.589074,22.224904,34.977801,0.05981,0.110024,0.199477,0.279762,0,0.730533,1.14972,5.261758,0.218505,2215.2,0.03287,2.65,0.087106,1.935912,3.046758,0.579038,0.4799,-0.3478,0.9604
20190617,815472,头条-齐欣2,线上CPC,付费推广,产品推广部,5,696,0.192529,0.125,0.109195,0.094828,0,0.027371,0.030655,0.028271,0.031264,0,1.337644,1.877874,2.637931,2.637931,12.781807,21.157969,0.027371,0.041006,0.053089,0.082471,0,0.271409,0.449268,0.854066,0.526035,594.43,0.021234,2.65,0.05627,0.719234,1.19056,1.393993,0.1818,-0.2491,0.9674
20190617,812214,广点通-亿科2,线上CPC,付费推广,产品推广部,5,113,0.292035,0.19469,0.132743,0.141593,0,0.023274,0.025207,0.032789,0.038365,0,1.495575,2.221239,3.247788,3.247788,13.984318,22.005778,0.023274,0.037699,0.072832,0.124602,0,0.3334,0.52464,0.50115,1.046871,56.63,0.023841,2.65,0.063179,0.88351,1.390296,2.774208,0.2757,-0.3316,0.9467
20190617,815473,头条-齐欣2,线上CPC,付费推广,产品推广部,5,183,0.360656,0.245902,0.180328,0.153005,0,0.018852,0.018896,0.048816,0,0,1.63388,2.491803,3.469945,3.469945,16.552279,25.825335,0.018852,0.030874,0.121639,0,0,0.509992,0.795704,3.319781,0.239686,607.52,0.030811,2.65,0.081649,1.351479,2.108616,0.635168,0.3567,-0.3518,0.9944
20190617,815759,蓝之悦网络,线上代理商,付费推广,产品推广部,5,90,0.166667,0,0,0,0,0.261444,0,0,0,0,1,1,1,1,0,0,0.261444,0,0,0,0,0,0,0,0,0,0.074152,2.65,0.196503,0,0,0,0,0,0
20190617,815572,头条-优矩2,线上CPC,付费推广,产品推广部,5,639,0.253521,0.176839,0.147105,0.111111,0,0.024898,0.034098,0.052895,0.064508,0,1.43975,2.107981,2.992175,2.992175,13.380681,21.173638,0.024898,0.049092,0.111502,0.19302,0,0.439141,0.694898,2.996526,0.231901,1914.78,0.032819,2.65,0.08697,1.163724,1.84148,0.614538,0.2529,-0.3213,0.9764
20190617,815184,晨沐科技,线上代理商,付费推广,产品推广部,5,96,0.572917,0.364583,0.28125,0.291667,0,0.072396,0.064844,0.062166,0.059923,0,2,3.510417,5.40625,5.40625,0,0,0.072396,0.129688,0.218229,0.323958,0,0,0,0,0,0,0.043462,2.65,0.115174,0,0,0,0,0,0
20190617,813195,广点通-派瑞,线上CPC,付费推广,产品推广部,5,361,0.313019,0.235457,0.174515,0.155125,0,0.024183,0.043108,0.061623,0.070367,0,1.559557,2.407202,3.545706,3.545706,17.702529,28.5594,0.024183,0.06723,0.148338,0.249501,0,0.442404,0.713728,1.024072,0.696951,369.69,0.024991,2.65,0.066226,1.172371,1.891379,1.84692,0.3176,-0.3026,0.9882
20190617,810458,广点通--亿科,线上CPC,付费推广,产品推广部,5,232,0.331897,0.232759,0.172414,0.12931,0,0.006509,0.090954,0.073978,0.070243,0,1.581897,2.362069,3.543103,3.543103,13.284515,19.967218,0.006509,0.143879,0.174741,0.248879,0,0.382913,0.575535,3.032586,0.189784,703.56,0.028824,2.65,0.076384,1.014719,1.525168,0.502928,0.3417,-0.4029,0.9331
20190617,812218,广点通-亿科2,线上CPC,付费推广,产品推广部,5,7,0.428571,0.428571,0,0,0,0,0,0,0,0,1.714286,2.428571,2.428571,2.428571,0,0,0,0,0,0,0,0,0,0.738571,0,5.17,0.022354,2.65,0.059238,0,0,0,0,0,0
20190617,815670,日月同行,线上代理商,付费推广,产品推广部,5,169,0.402367,0.360947,0.295858,0.171598,0,0.35858,0.203,0.118231,0.078473,0,1.775148,3.076923,4.650888,4.650888,0,0,0.35858,0.360355,0.363787,0.36497,0,0,0,0,0,0,0.118115,2.65,0.313005,0,0,0,0,0,0
20190617,815402,广点通-派瑞3,线上CPC,付费推广,产品推广部,5,1581,0.509804,0.41303,0.385832,0.332701,0,0.04136,0.04648,0.046745,0.05252,0,1.976597,3.581278,6.097407,6.097407,44.859535,79.319688,0.04136,0.091872,0.167407,0.320234,0,1.769574,3.128924,3.988254,0.784535,6305.43,0.039447,2.65,0.104535,4.689371,8.291649,2.079018,0.5285,-0.1868,0.9696
20190617,814205,头条-轩辕2,线上CPC,付费推广,产品推广部,5,49,0.244898,0.204082,0.163265,0.163265,0,0.010816,0.015915,0.033097,0.040686,0,1.44898,2.306122,3.571429,3.571429,0,0,0.010816,0.023061,0.076327,0.145306,0,0,0,0,0,0,0.022859,2.65,0.060576,0,0,0,0,0,0
20190617,810542,广点通--亿科,线上CPC,付费推广,产品推广部,5,124,0.25,0.201613,0.145161,0.145161,0,0.011452,0.022919,0.027709,0.024051,0,1.491935,2.217742,3.185484,3.185484,12.374039,18.922088,0.011452,0.034194,0.061452,0.076613,0,0.295158,0.451349,1.22379,0.368812,151.75,0.023853,2.65,0.06321,0.782169,1.196075,0.977352,0.2816,-0.3718,0.9399
20190617,815576,头条-优矩2,线上CPC,付费推广,产品推广部,5,9,0.222222,0.111111,0,0,0,0,0,0,0,0,1.333333,1.666667,1.666667,1.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.023698,2.65,0.0628,0,0,0,0,0,0
20190617,815784,京盟世纪,线上代理商,付费推广,产品推广部,5,154,0.415584,0.337662,0.253247,0.103896,0,0.313442,0.178487,0.106105,0.073439,0,1.75974,2.967532,4.305195,4.305195,0,0,0.313442,0.314091,0.31487,0.316169,0,0,0,0,0,0,0.102478,2.65,0.271567,0,0,0,0,0,0
20190617,815468,头条-齐欣2,线上CPC,付费推广,产品推广部,5,339,0.224189,0.138643,0.106195,0.082596,0,0.019941,0.022765,0.030506,0.040598,0,1.418879,1.982301,2.710914,2.710914,9.376378,13.873603,0.019941,0.032301,0.060472,0.110059,0,0.291934,0.431955,2.648053,0.163122,897.69,0.031135,2.65,0.082508,0.773625,1.144681,0.432273,0.2392,-0.4099,0.9634
20190617,814977,创新梦想,线上代理商,付费推广,产品推广部,5,76,0.473684,0.315789,0.197368,0.118421,0,0.013947,0.011739,0.012057,0.012492,0,1.815789,2.75,3.907895,3.907895,0,0,0.013947,0.021316,0.033158,0.048816,0,0,0,0,0,0,0.011453,2.65,0.03035,0,0,0,0,0,0
20190617,812213,广点通-亿科2,线上CPC,付费推广,产品推广部,5,2831,0.310138,0.229248,0.17485,0.144119,0,0.030134,0.040667,0.042965,0.045865,0,1.561992,2.38467,3.529142,3.529142,18.005948,29.21575,0.030134,0.063522,0.102458,0.161865,0,0.586418,0.951499,4.114659,0.231246,11648.6,0.032568,2.65,0.086305,1.554008,2.521472,0.612802,0.3132,-0.2944,0.9945
20190617,814912,搜狗SEM-品众,线上CPC,付费推广,产品推广部,5,22,0.454545,0.363636,0.272727,0.318182,0,0.107273,0.105116,0.101081,0,0,1.954545,3.363636,5.227273,5.227273,0,0,0.107273,0.205455,0.34,0,0,0,0,4.032727,0,88.72,0.031843,2.65,0.084384,0,0,0,0,0,0
20190617,815336,邻度dsp,DSP平台,付费推广,产品推广部,5,67,0.074627,0,0,0,0,0.045373,0,0,0,0,1,1,1,1,0,0,0.045373,0,0,0,0,0,0,2.11,0,141.37,0.028916,2.65,0.076627,0,0,0,0,0,0
20190617,815569,头条-优矩2,线上CPC,付费推广,产品推广部,5,267,0.292135,0.224719,0.161049,0.101124,0,0.016367,0.020672,0.035345,0.040979,0,1.505618,2.277154,3.329588,3.329588,12.548885,18.968928,0.016367,0.031124,0.080487,0.136442,0,0.447594,0.676584,3.872622,0.174709,1033.99,0.035668,2.65,0.09452,1.186124,1.792948,0.462979,0.3079,-0.3913,0.9404
20190617,815177,阿里分发-掌汇,线上CPC,付费推广,产品推广部,5,1408,0.518466,0.388494,0.293324,0.221591,0,0.043189,0.034165,0.03773,0.037524,0,1.93892,3.351562,5.228693,5.228693,26.839777,42.917851,0.043189,0.066243,0.126456,0.1962,0,0.794994,1.271227,3.607955,0.35234,5080,0.02962,2.65,0.078493,2.106734,3.368752,0.933701,0.5419,-0.328,0.9809
20190617,813194,广点通-派瑞,线上CPC,付费推广,产品推广部,5,364,0.387363,0.260989,0.208791,0.120879,0,0.031071,0.059524,0.065222,0.059366,0,1.673077,2.662088,3.901099,3.901099,15.527239,23.448211,0.031071,0.099588,0.173626,0.231593,0,0.391659,0.591458,3.148571,0.18785,1146.08,0.025224,2.65,0.066844,1.037896,1.567364,0.497802,0.402,-0.4015,0.9559
20190617,810434,红光,线上直客,付费推广,产品推广部,5,61,0.688525,0.47541,0.409836,0.409836,0,0,0.012044,0.006818,0.009661,0,2.245902,3.967213,6.770492,6.770492,0,0,0,0.027049,0.027049,0.06541,0,0,0,0,0,0,0.007184,2.65,0.019038,0,0,0,0,0,0
20190617,810228,辉煌明天,线上代理商,付费推广,产品推广部,5,22,0.363636,0.136364,0,0,0,0,0.009118,0,0,0,1.545455,1.818182,1.818182,1.818182,0,0,0,0.014091,0,0,0,0,0,0,0,0,0.006482,2.65,0.017177,0,0,0,0,0,0
20190617,815665,日月同行,线上代理商,付费推广,产品推广部,5,193,0.393782,0.290155,0.233161,0.165803,0,0.21114,0.12092,0.083687,0.055812,0,1.746114,2.782383,4.181347,4.181347,19.674392,30.990432,0.21114,0.21114,0.23285,0.233368,0,0.883282,1.391315,0,0,0,0.044895,2.65,0.118972,2.340697,3.686985,0,0.4144,-0.3429,0.9806
20190617,815400,广点通-派瑞3,线上CPC,付费推广,产品推广部,5,61,0.344262,0.163934,0.147541,0.081967,0,0.033607,0.032222,0.035942,0.038973,0,1.622951,2.262295,3.032787,3.032787,0,0,0.033607,0.052295,0.081311,0.118197,0,0,0,2.913607,0,177.73,0.035655,2.65,0.094486,0,0,0,0,0,0
20190617,814153,铉音dsp,线上CPC,付费推广,产品推广部,5,65,0.261538,0.2,0.153846,0.138462,0,0.001538,0.013776,0.01557,0.011101,0,1.507692,2.292308,3.492308,3.492308,0,0,0.001538,0.020769,0.035692,0.038769,0,0,0,0,0,0,0.010444,2.65,0.027677,0,0,0,0,0,0
