日期,渠道号,所属渠道,渠道类型,合作方式,部门,汇总类型,新增用户数,1日留存率,3日留存率,7日留存率,14日留存率,30日留存率,1日arpu净值,3日arpu净值,7日arpu净值,14日arpu净值,30日arpu净值,LT3,LT7,LT14,LT30,LT180预估,LT365预估,ltv1,ltv3,ltv7,ltv14,ltv30,ltv180预估,ltv365预估,新增单价,roi365预估,花费,活跃arpu,净值系数,活跃arpu净值,ltv180净值,ltv365净值,roi365净值,系数a,系数b,拟合优度
20190627,810462,广点通--亿科,线上CPC,付费推广,产品推广部,5,41,0.341463,0.195122,0,0,0,0.014146,0.034127,0,0,0,1.536585,1.731707,1.731707,1.731707,0,0,0.014146,0.052439,0,0,0,0,0,1.20878,0,49.56,0.031453,2.65,0.08335,0,0,0,0,0,0
20190627,815670,日月同行,线上代理商,付费推广,产品推广部,5,166,0.433735,0.337349,0,0,0,0.191988,0.108401,0,0,0,1.771084,2.108434,2.108434,2.108434,0,0,0.191988,0.191988,0,0,0,0,0,0,0,0,0.044352,2.65,0.117533,0,0,0,0,0,0
20190627,815406,广点通-派瑞3,线上CPC,付费推广,产品推广部,5,522,0.283525,0.166667,0,0,0,0.038372,0.036817,0,0,0,1.48659,1.653257,1.653257,1.653257,16.01861,26.17849,0.038372,0.054732,0,0,0,0.685404,1.120125,2.011341,0.556905,1049.92,0.042788,2.65,0.113388,1.816321,2.968331,1.475798,0.2603,-0.2788,0.9631
20190627,814234,云动dsp,DSP平台,付费推广,产品推广部,5,312,0.416667,0.275641,0,0,0,0.082724,0.080958,0,0,0,1.772436,2.048077,2.048077,2.048077,21.737061,35.043977,0.082724,0.143494,0,0,0,0.606616,0.977972,1.904776,0.513432,594.29,0.027907,2.65,0.073954,1.607532,2.591626,1.360595,0.4051,-0.3098,0.9662
20190627,810853,康远互动,线上代理商,付费推广,产品推广部,5,43,0.604651,0.488372,0,0,0,0.288605,0.133441,0,0,0,2.162791,2.651163,2.651163,2.651163,0,0,0.288605,0.288605,0,0,0,0,0,0,0,0,0.024164,2.65,0.064035,0,0,0,0,0,0
20190627,815782,京盟世纪,线上代理商,付费推广,产品推广部,5,225,0.444444,0.373333,0,0,0,0.197556,0.109975,0,0,0,1.804444,2.177778,2.177778,2.177778,0,0,0.197556,0.198444,0,0,0,0,0,0,0,0,0.039843,2.65,0.105584,0,0,0,0,0,0
20190627,815475,头条-齐欣2,线上CPC,付费推广,产品推广部,5,1025,0.317073,0.176585,0,0,0,0.059756,0.063986,0,0,0,1.534634,1.71122,1.71122,1.71122,9.6223,13.70443,0.059756,0.098195,0,0,0,0.650718,0.926776,3.750322,0.247119,3844.08,0.067626,2.65,0.179209,1.724403,2.455956,0.654865,0.3102,-0.474,0.9959
20190627,815118,广点通-亿科2,线上CPC,付费推广,产品推广部,5,36,0.166667,0.166667,0,0,0,0.026667,0.028077,0,0,0,1.444444,1.611111,1.611111,1.611111,0,0,0.026667,0.040556,0,0,0,0,0,1.456389,0,52.43,0.042431,2.65,0.112442,0,0,0,0,0,0
20190627,812228,岚宇,线上代理商,付费推广,产品推广部,5,84,0.52381,0.321429,0,0,0,0.0025,0.001338,0,0,0,1.869048,2.190476,2.190476,2.190476,0,0,0.0025,0.0025,0,0,0,0,0,0,0,0,0.009193,2.65,0.024361,0,0,0,0,0,0
20190627,100193,搜狗助手,线上应用市场,付费推广,产品推广部,5,3175,0.427717,0.301102,0,0,0,0.047357,0.05355,0,0,0,1.766614,2.067717,2.067717,2.067717,24.660289,40.5427,0.047357,0.094602,0,0,0,1.105595,1.817651,3.515339,0.517063,11161.2,0.044833,2.65,0.118807,2.929827,4.816775,1.370217,0.4177,-0.2835,0.9964
20190627,815838,岚宇,线上代理商,付费推广,产品推广部,5,152,0.375,0.322368,0,0,0,0.156053,0.093804,0,0,0,1.677632,2,2,2,0,0,0.156053,0.157368,0,0,0,0,0,0,0,0,0.075881,2.65,0.201085,0,0,0,0,0,0
20190627,815572,头条-优矩2,线上CPC,付费推广,产品推广部,5,778,0.330334,0.206941,0,0,0,0.085514,0.079597,0,0,0,1.561697,1.768638,1.768638,1.768638,13.748046,21.022941,0.085514,0.124306,0,0,0,0.948299,1.450099,2.765386,0.524375,2151.47,0.068977,2.65,0.182789,2.512992,3.842762,1.389594,0.3204,-0.3761,0.9912
20190627,815244,头条-齐欣,线上CPC,付费推广,产品推广部,5,96,0.40625,0.239583,0,0,0,0.079583,0.083373,0,0,0,1.729167,1.96875,1.96875,1.96875,0,0,0.079583,0.144167,0,0,0,0,0,0.221771,0,21.29,0.050975,2.65,0.135084,0,0,0,0,0,0
20190627,813198,广点通-派瑞,线上CPC,付费推广,产品推广部,5,123,0.252033,0.113821,0,0,0,0.062927,0.05023,0,0,0,1.414634,1.528455,1.528455,1.528455,6.894693,9.533975,0.062927,0.071057,0,0,0,0.254917,0.3525,0.993902,0.354662,122.25,0.036973,2.65,0.097978,0.67553,0.934125,0.939854,0.2317,-0.5,0.9554
20190627,810461,广点通--亿科,线上CPC,付费推广,产品推广部,5,45,0.422222,0.311111,0,0,0,0.051333,0.143718,0,0,0,1.733333,2.044444,2.044444,2.044444,0,0,0.051333,0.249111,0,0,0,0,0,1.144889,0,51.52,0.033152,2.65,0.087853,0,0,0,0,0,0
20190627,816032,商闻清理,线上代理商,付费推广,产品推广部,5,153,0.424837,0.313725,0,0,0,0.166797,0.094519,0,0,0,1.764706,2.078431,2.078431,2.078431,0,0,0.166797,0.166797,0,0,0,0,0,0,0,0,0.062067,2.65,0.164478,0,0,0,0,0,0
20190627,815665,日月同行,线上代理商,付费推广,产品推广部,5,153,0.346405,0.300654,0,0,0,0.028758,0.017255,0,0,0,1.666667,1.96732,1.96732,1.96732,17.604797,27.49692,0.028758,0.028758,0,0,0,0.147581,0.230507,0,0,0,0.008383,2.65,0.022215,0.39109,0.610844,0,0.3824,-0.3527,0.9563
20190627,815405,广点通-派瑞3,线上CPC,付费推广,产品推广部,5,62,0.5,0.387097,0,0,0,0.028387,0.074132,0,0,0,1.951613,2.33871,2.33871,2.33871,0,0,0.028387,0.144677,0,0,0,0,0,3.369355,0,208.9,0.050277,2.65,0.133234,0,0,0,0,0,0
20190627,814233,云动dsp,DSP平台,付费推广,产品推广部,5,66,0.560606,0.469697,0,0,0,0.038485,0.034191,0,0,0,2.060606,2.530303,2.530303,2.530303,0,0,0.038485,0.070455,0,0,0,0,0,1.919242,0,126.67,0.019685,2.65,0.052165,0,0,0,0,0,0
20190627,810545,广点通--亿科,线上CPC,付费推广,产品推广部,5,44,0.295455,0.295455,0,0,0,0.005,0.024429,0,0,0,1.590909,1.886364,1.886364,1.886364,0,0,0.005,0.038864,0,0,0,0,0,1.308409,0,57.57,0.029722,2.65,0.078763,0,0,0,0,0,0
20190627,815781,京盟世纪,线上代理商,付费推广,产品推广部,5,111,0.405405,0.288288,0,0,0,0.123514,0.072304,0,0,0,1.720721,2.009009,2.009009,2.009009,16.036191,23.918097,0.123514,0.124414,0,0,0,0.286791,0.427751,0,0,0,0.017884,2.65,0.047393,0.759996,1.13354,0,0.4525,-0.4237,0.8729
20190627,815474,头条-齐欣2,线上CPC,付费推广,产品推广部,5,306,0.356209,0.205882,0,0,0,0.088497,0.084309,0,0,0,1.584967,1.79085,1.79085,1.79085,13.83665,21.021134,0.088497,0.133627,0,0,0,0.948821,1.441482,3.379118,0.426585,1034.01,0.068573,2.65,0.181718,2.514376,3.819927,1.13045,0.3354,-0.3865,0.9766
20190627,814983,广点通--亿科,线上CPC,付费推广,产品推广部,5,47,0.276596,0.191489,0,0,0,0.08383,0.080986,0,0,0,1.510638,1.702128,1.702128,1.702128,0,0,0.08383,0.12234,0,0,0,0,0,2.695532,0,126.69,0.042676,2.65,0.113091,0,0,0,0,0,0
20190627,812220,广点通-亿科2,线上CPC,付费推广,产品推广部,5,370,0.535135,0.364865,0,0,0,0.084622,0.096066,0,0,0,1.964865,2.32973,2.32973,2.32973,24.24794,38.027421,0.084622,0.188757,0,0,0,1.228934,1.927306,5.249189,0.367163,1942.2,0.050682,2.65,0.134307,3.256675,5.107361,0.972982,0.5403,-0.3552,0.9984
20190626,815761,岚宇,线上代理商,付费推广,产品推广部,5,419,0.348449,0.133652,0,0,0,0.000286,0.002241,0,0,0,1.522673,1.754177,1.754177,1.754177,5.017994,6.092097,0.000286,0.003413,0,0,0,0.02506,0.030424,0,0,0,0.004994,2.65,0.013234,0.066409,0.080624,0,0.3281,-0.7242,0.9795
20190626,815472,头条-齐欣2,线上CPC,付费推广,产品推广部,5,1810,0.416022,0.299448,0,0,0,0.101702,0.084655,0,0,0,1.738674,2.292818,2.292818,2.292818,20.041294,31.730903,0.101702,0.147188,0,0,0,0.847907,1.342471,3.063646,0.438194,5545.2,0.042308,2.65,0.112116,2.246954,3.557548,1.161214,0.41,-0.3352,0.989
20190626,814978,创新梦想,线上代理商,付费推广,产品推广部,5,202,0.594059,0.425743,0,0,0,0.082277,0.046682,0,0,0,2.089109,2.866337,2.866337,2.866337,19.09162,27.778469,0.082277,0.097525,0,0,0,0.338284,0.492207,0,0,0,0.017719,2.65,0.046955,0.896453,1.304349,0,0.6386,-0.4681,0.9812
20190626,812217,广点通-亿科2,线上CPC,付费推广,产品推广部,5,1176,0.278912,0.207483,0,0,0,0.056845,0.059467,0,0,0,1.515306,1.905612,1.905612,1.905612,16.237167,26.130694,0.056845,0.090111,0,0,0,0.711708,1.145361,3.252058,0.352196,3824.42,0.043832,2.65,0.116155,1.886026,3.035207,0.933319,0.2907,-0.3034,0.9749
20190626,815661,岚宇,线上代理商,付费推广,产品推广部,5,28,0.321429,0.321429,0,0,0,0.023571,0.014348,0,0,0,1.642857,1.964286,1.964286,1.964286,0,0,0.023571,0.023571,0,0,0,0,0,0,0,0,0.054432,2.65,0.144245,0,0,0,0,0,0
20190626,815833,邻度dsp,DSP平台,付费推广,产品推广部,5,234,0.465812,0.388889,0,0,0,0.045427,0.062156,0,0,0,1.923077,2.726496,2.726496,2.726496,0,0,0.045427,0.11953,0,0,0,0,0,2.09,0,489.06,0.043393,2.65,0.114991,0,0,0,0,0,0
20190626,815569,头条-优矩2,线上CPC,付费推广,产品推广部,5,232,0.310345,0.25431,0,0,0,0.050216,0.061918,0,0,0,1.573276,2.021552,2.021552,2.021552,13.788529,20.905821,0.050216,0.097414,0,0,0,0.638133,0.967521,2.687629,0.359991,623.53,0.04628,2.65,0.122642,1.691052,2.563931,0.953976,0.3399,-0.3906,0.9574
20190626,815237,头条-齐欣,线上CPC,付费推广,产品推广部,5,24,0.375,0.333333,0,0,0,0.250833,0.143333,0,0,0,1.75,2.375,2.375,2.375,0,0,0.250833,0.250833,0,0,0,0,0,4.710833,0,113.06,0.051208,2.65,0.135701,0,0,0,0,0,0
20190626,813197,广点通-派瑞,线上CPC,付费推广,产品推广部,5,95,0.305263,0.189474,0,0,0,0.121263,0.135135,0,0,0,1.557895,1.873684,1.873684,1.873684,0,0,0.121263,0.210526,0,0,0,0,0,2.000526,0,190.05,0.040522,2.65,0.107383,0,0,0,0,0,0
20190626,810459,广点通--亿科,线上CPC,付费推广,产品推广部,5,1133,0.283319,0.17564,0,0,0,0.077555,0.080875,0,0,0,1.503089,1.862312,1.862312,1.862312,17.023636,28.004346,0.077555,0.121562,0,0,0,0.787496,1.295453,4.297564,0.301439,4869.14,0.046259,2.65,0.122586,2.086864,3.43295,0.798813,0.2697,-0.2712,0.9752
20190626,816021,日月同行,线上代理商,付费推广,产品推广部,5,157,0.43949,0.33758,0,0,0,0.238344,0.13258,0,0,0,1.802548,2.420382,2.420382,2.420382,0,0,0.238344,0.238981,0,0,0,0,0,0,0,0,0.090955,2.65,0.241031,0,0,0,0,0,0
20190626,815662,岚宇,线上代理商,付费推广,产品推广部,5,115,0.478261,0.365217,0,0,0,0.206696,0.11319,0,0,0,1.826087,2.513043,2.513043,2.513043,15.050248,21.649016,0.206696,0.206696,0,0,0,0.370718,0.533259,0,0,0,0.024632,2.65,0.065275,0.982403,1.413136,0,0.5197,-0.4805,0.9367
20190626,815402,广点通-派瑞3,线上CPC,付费推广,产品推广部,5,1035,0.518841,0.442512,0,0,0,0.095382,0.078157,0,0,0,1.971014,2.815459,2.815459,2.815459,42.473561,74.183498,0.095382,0.154048,0,0,0,2.504284,4.373933,3.861913,1.132582,3997.08,0.058961,2.65,0.156247,6.636353,11.590922,3.001342,0.5356,-0.2041,0.9833
20190626,814227,邻度dsp,DSP平台,付费推广,产品推广部,5,21,0.428571,0.380952,0,0,0,0.285714,0.171795,0,0,0,1.857143,2.52381,2.52381,2.52381,0,0,0.285714,0.319048,0,0,0,0,0,2.13,0,44.73,0.033129,2.65,0.087792,0,0,0,0,0,0
20190626,810543,广点通--亿科,线上CPC,付费推广,产品推广部,5,80,0.225,0.1625,0,0,0,0.037625,0.032232,0,0,0,1.4,1.7375,1.7375,1.7375,0,0,0.037625,0.045125,0,0,0,0,0,0,0,0,0.039121,2.65,0.103671,0,0,0,0,0,0
20190626,815855,今日头条-亿科,线上CPC,付费推广,产品推广部,5,164,0.231707,0,0,0,0,0.156707,0,0,0,0,1,1,1,1,0,0,0.156707,0,0,0,0,0,0,3.40061,0,557.7,0.069809,2.65,0.184994,0,0,0,0,0,0
20190626,815758,蓝之悦网络,线上代理商,付费推广,产品推广部,5,99,0.414141,0.363636,0,0,0,0.177879,0.099494,0,0,0,1.79798,2.484848,2.484848,2.484848,0,0,0.177879,0.178889,0,0,0,0,0,0,0,0,0.020597,2.65,0.054582,0,0,0,0,0,0
20190626,815468,头条-齐欣2,线上CPC,付费推广,产品推广部,5,457,0.282276,0.199125,0,0,0,0.087177,0.118221,0,0,0,1.525164,1.908096,1.908096,1.908096,11.626519,17.324067,0.087177,0.180306,0,0,0,0.677035,1.008815,2.20954,0.456572,1009.76,0.058232,2.65,0.154315,1.794143,2.67336,1.209916,0.3043,-0.4107,0.9756
20190626,814977,创新梦想,线上代理商,付费推广,产品推广部,5,86,0.44186,0.290698,0,0,0,0,0.006513,0,0,0,1.767442,2.27907,2.27907,2.27907,0,0,0,0.011512,0,0,0,0,0,0,0,0,0.012468,2.65,0.03304,0,0,0,0,0,0
20190626,812215,广点通-亿科2,线上CPC,付费推广,产品推广部,5,757,0.291942,0.203435,0,0,0,0.067054,0.092933,0,0,0,1.517834,1.879789,1.879789,1.879789,13.511655,20.932597,0.067054,0.141057,0,0,0,0.563666,0.873245,2.440555,0.357806,1847.5,0.041717,2.65,0.11055,1.493715,2.314099,0.948186,0.2903,-0.3548,0.9907
20190626,815473,头条-齐欣2,线上CPC,付费推广,产品推广部,5,110,0.263636,0.236364,0,0,0,0.052818,0.061056,0,0,0,1.463636,1.7,1.7,1.7,16.673081,27.229315,0.052818,0.089364,0,0,0,0.978126,1.597408,2.688091,0.594254,295.69,0.058665,2.65,0.155462,2.592034,4.233131,1.574773,0.2751,-0.2819,0.9285
20190626,815831,头条-优矩2,线上CPC,付费推广,产品推广部,5,73,0.438356,0.273973,0,0,0,0.013699,0.081231,0,0,0,1.780822,2.328767,2.328767,2.328767,0,0,0.013699,0.144658,0,0,0,0,0,3.04274,0,222.12,0.041385,2.65,0.10967,0,0,0,0,0,0
20190626,815568,头条-优矩2,线上CPC,付费推广,产品推广部,5,133,0.315789,0.225564,0,0,0,0.09797,0.071174,0,0,0,1.601504,2.052632,2.052632,2.052632,11.487775,16.688952,0.09797,0.113985,0,0,0,0.616664,0.895863,2.405263,0.372459,319.9,0.05368,2.65,0.142252,1.63416,2.374037,0.987016,0.349,-0.4517,0.9627
20190626,815184,晨沐科技,线上代理商,付费推广,产品推广部,5,112,0.544643,0.4375,0,0,0,0.087946,0.082533,0,0,0,2.008929,2.839286,2.839286,2.839286,0,0,0.087946,0.165804,0,0,0,0,0,0,0,0,0.074623,2.65,0.197751,0,0,0,0,0,0
20190626,813196,广点通-派瑞,线上CPC,付费推广,产品推广部,5,42,0.261905,0.166667,0,0,0,0.085952,0.124237,0,0,0,1.404762,1.690476,1.690476,1.690476,0,0,0.085952,0.174524,0,0,0,0,0,1.788571,0,75.12,0.044864,2.65,0.11889,0,0,0,0,0,0
20190626,810458,广点通--亿科,线上CPC,付费推广,产品推广部,5,534,0.28839,0.215356,0,0,0,0.048202,0.059339,0,0,0,1.529963,1.947566,1.947566,1.947566,14.098221,21.812894,0.048202,0.090787,0,0,0,0.542669,0.839622,3.332228,0.25197,1779.41,0.038492,2.65,0.102004,1.438073,2.224998,0.667721,0.3094,-0.3593,0.9744
20190626,816020,日月同行,线上代理商,付费推广,产品推广部,5,165,0.563636,0.490909,0,0,0,0.033455,0.019577,0,0,0,2.151515,3.121212,3.121212,3.121212,0,0,0.033455,0.042121,0,0,0,0,0,0,0,0,0.013333,2.65,0.035332,0,0,0,0,0,0
20190626,815660,头条-优矩,线上CPC,付费推广,产品推广部,5,195,0.384615,0.215385,0,0,0,0.064308,0.073042,0,0,0,1.702564,2.133333,2.133333,2.133333,10.599503,14.767349,0.064308,0.124359,0,0,0,0.676863,0.943013,3.457436,0.272749,674.2,0.063858,2.65,0.169224,1.793687,2.498984,0.722785,0.4038,-0.5177,0.9819
20190626,815400,广点通-派瑞3,线上CPC,付费推广,产品推广部,5,394,0.319797,0.256345,0,0,0,0.064772,0.059483,0,0,0,1.619289,2.091371,2.091371,2.091371,0,0,0.064772,0.09632,0,0,0,0,0,2.965508,0,1168.41,0.065118,2.65,0.172563,0,0,0,0,0,0
20190626,814223,邻度dsp,DSP平台,付费推广,产品推广部,5,88,0.375,0.238636,0,0,0,0.026591,0.01723,0,0,0,1.681818,2.193182,2.193182,2.193182,0,0,0.026591,0.028977,0,0,0,0,0,2.09,0,183.92,0.021135,2.65,0.056008,0,0,0,0,0,0
20190626,810542,广点通--亿科,线上CPC,付费推广,产品推广部,5,86,0.27907,0.139535,0,0,0,0.044884,0.050709,0,0,0,1.476744,1.77907,1.77907,1.77907,0,0,0.044884,0.074884,0,0,0,0,0,0,0,0,0.038367,2.65,0.101673,0,0,0,0,0,0
20190626,815766,心语网络,线上代理商,付费推广,产品推广部,5,60,0.683333,0,0,0,0,0.029167,0,0,0,0,1,1,1,1,0,0,0.029167,0,0,0,0,0,0,0,0,0,0.021867,2.65,0.057948,0,0,0,0,0,0
20190626,815742,卓塔,线上代理商,付费推广,产品推广部,5,426,0.335681,0.133803,0,0,0,0.000493,0.000451,0,0,0,1.612676,1.807512,1.807512,1.807512,3.010671,3.261996,0.000493,0.000728,0,0,0,0,0,0,0,0,0,2.65,0,0,0,0,0.3672,-1.0062,0.9272
20190626,815466,头条-齐欣2,线上CPC,付费推广,产品推广部,5,500,0.344,0.192,0,0,0,0.07596,0.078476,0,0,0,1.588,1.962,1.962,1.962,10.480049,14.954623,0.07596,0.12462,0,0,0,0.61695,0.880364,2.47086,0.356298,1235.43,0.058869,2.65,0.156003,1.634918,2.332965,0.94419,0.3437,-0.476,0.9954
20190626,814957,辉煌明天,线上代理商,付费推广,产品推广部,5,80,0.325,0.2625,0,0,0,0.073625,0.087656,0,0,0,1.6,2.05,2.05,2.05,0,0,0.073625,0.14025,0,0,0,0,0,0,0,0,0.042763,2.65,0.113322,0,0,0,0,0,0
20190626,812214,广点通-亿科2,线上CPC,付费推广,产品推广部,5,48,0.145833,0.166667,0,0,0,0.04,0.030476,0,0,0,1.3125,1.666667,1.666667,1.666667,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0.038898,2.65,0.10308,0,0,0,0,0,0
20190626,814912,搜狗SEM-品众,线上CPC,付费推广,产品推广部,5,24,0.5,0.291667,0,0,0,0.120417,0.077045,0,0,0,1.833333,2.125,2.125,2.125,0,0,0.120417,0.14125,0,0,0,0,0,3.595,0,86.28,0.065831,2.65,0.174452,0,0,0,0,0,0
20190626,815829,头条-优矩2,线上CPC,付费推广,产品推广部,5,44,0.363636,0.295455,0,0,0,0.07,0.053514,0,0,0,1.681818,2.227273,2.227273,2.227273,0,0,0.07,0.09,0,0,0,0,0,2.664545,0,117.24,0.069386,2.65,0.183873,0,0,0,0,0,0
20190626,815567,头条-优矩2,线上CPC,付费推广,产品推广部,5,58,0.482759,0.258621,0,0,0,0.012069,0.02,0,0,0,1.810345,2.293103,2.293103,2.293103,0,0,0.012069,0.036207,0,0,0,0,0,2.709483,0,157.15,0.020373,2.65,0.053988,0,0,0,0,0,0
20190626,815177,阿里分发-掌汇,线上CPC,付费推广,产品推广部,5,1706,0.493552,0.369285,0,0,0,0.062667,0.061374,0,0,0,1.953693,2.674678,2.674678,2.674678,26.324981,42.08558,0.062667,0.119906,0,0,0,0.982712,1.571055,3.08575,0.509132,5264.29,0.03733,2.65,0.098924,2.604187,4.163296,1.3492,0.5307,-0.3279,0.981
20190626,813195,广点通-派瑞,线上CPC,付费推广,产品推广部,5,393,0.211196,0.16285,0,0,0,0.027964,0.032188,0,0,0,1.384224,1.722646,1.722646,1.722646,14.302652,23.514685,0.027964,0.044555,0,0,0,0.618046,1.016117,2.227557,0.456157,875.43,0.043212,2.65,0.114512,1.637822,2.69271,1.208816,0.2187,-0.2652,0.9718
20190626,810434,红光,线上直客,付费推广,产品推广部,5,54,0.574074,0.425926,0,0,0,0.002222,0.002037,0,0,0,2,2.833333,2.833333,2.833333,0,0,0.002222,0.004074,0,0,0,0,0,0,0,0,0.010874,2.65,0.028816,0,0,0,0,0,0
20190626,816019,日月同行,线上代理商,付费推广,产品推广部,5,201,0.631841,0.497512,0,0,0,0.033682,0.019252,0,0,0,2.19403,3.144279,3.144279,3.144279,0,0,0.033682,0.042239,0,0,0,0,0,0,0,0,0.018564,2.65,0.049195,0,0,0,0,0,0
20190626,815659,头条-优矩,线上CPC,付费推广,产品推广部,5,189,0.190476,0.132275,0,0,0,0.02672,0.02166,0,0,0,1.37037,1.640212,1.640212,1.640212,7.86774,11.468303,0.02672,0.029683,0,0,0,0.287511,0.419086,0,0,0,0.036543,2.65,0.096839,0.761904,1.110578,0,0.2045,-0.4217,0.9514
20190626,815399,广点通-派瑞3,线上CPC,付费推广,产品推广部,5,106,0.358491,0.264151,0,0,0,0.042453,0.030391,0,0,0,1.688679,2.198113,2.198113,2.198113,27.381393,47.134373,0.042453,0.051321,0,0,0,1.187887,2.044831,2.226604,0.918363,236.02,0.043383,2.65,0.114965,3.147901,5.418802,2.433662,0.3588,-0.2172,0.9715
20190626,814205,头条-轩辕2,线上CPC,付费推广,产品推广部,5,37,0.324324,0.324324,0,0,0,0.009459,0.020952,0,0,0,1.702703,2.324324,2.324324,2.324324,0,0,0.009459,0.035676,0,0,0,0,0,0,0,0,0.03581,2.65,0.094896,0,0,0,0,0,0
20190626,810541,广点通--亿科,线上CPC,付费推广,产品推广部,5,957,0.23511,0.159875,0,0,0,0.061944,0.066593,0,0,0,1.426332,1.745037,1.745037,1.745037,11.147887,17.110752,0.061944,0.094984,0,0,0,0.358494,0.550248,3.028777,0.181673,2898.54,0.032158,2.65,0.085219,0.950009,1.458157,0.481433,0.2402,-0.3601,0.9915
20190626,815541,掌越科技,线上代理商,付费推广,产品推广部,5,31,0.548387,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,2.65,0.002915,0,0,0,0,0,0
20190626,815738,掌越科技,线上代理商,付费推广,产品推广部,5,95,0.452632,0.368421,0,0,0,0.279474,0.154942,0,0,0,1.810526,2.473684,2.473684,2.473684,0,0,0.279474,0.280526,0,0,0,0,0,0,0,0,0.037668,2.65,0.09982,0,0,0,0,0,0
20190626,815465,奇兔,线下渠道,付费推广,产品推广部,5,169,0.390533,0.349112,0,0,0,0,0.001233,0,0,0,1.727811,2.319527,2.319527,2.319527,15.423909,22.989361,0,0.00213,0,0,0,0.299933,0.447051,0,0,0,0.019446,2.65,0.051532,0.794822,1.184685,0,0.4313,-0.4224,0.9566
20190626,814954,辉煌明天,线上代理商,付费推广,产品推广部,5,16,0.6875,0.4375,0,0,0,0.02,0.021471,0,0,0,2.125,2.875,2.875,2.875,0,0,0.02,0.045625,0,0,0,0,0,0,0,0,0.02362,2.65,0.062593,0,0,0,0,0,0
20190626,812213,广点通-亿科2,线上CPC,付费推广,产品推广部,5,633,0.290679,0.206951,0,0,0,0.061975,0.060947,0,0,0,1.533965,1.92891,1.92891,1.92891,15.98096,25.592472,0.061975,0.093491,0,0,0,0.763027,1.221938,2.523381,0.484246,1597.3,0.047746,2.65,0.126527,2.022022,3.238136,1.283252,0.2931,-0.3101,0.9967
20190626,814154,铉音dsp,线上CPC,付费推广,产品推广部,5,19,0.421053,0.315789,0,0,0,0.092632,0.050286,0,0,0,1.842105,2.157895,2.157895,2.157895,0,0,0.092632,0.092632,0,0,0,0,0,0,0,0,0.025522,2.65,0.067633,0,0,0,0,0,0
20190626,815827,头条-优矩2,线上CPC,付费推广,产品推广部,5,95,0.336842,0.221053,0,0,0,0.095474,0.081074,0,0,0,1.568421,1.905263,1.905263,1.905263,0,0,0.095474,0.127158,0,0,0,0,0,3.220105,0,305.91,0.042482,2.65,0.112577,0,0,0,0,0,0
20190626,815547,玩咖--摩柏,DSP平台,付费推广,产品推广部,5,870,0.457471,0.337931,0,0,0,0.033644,0.029447,0,0,0,1.828736,2.48046,2.48046,2.48046,18.520147,27.895702,0.033644,0.053851,0,0,0,0.588626,0.886609,3.190736,0.27787,2775.94,0.031783,2.65,0.084225,1.559859,2.349514,0.736355,0.506,-0.4126,0.9064
20190626,815176,鼎智线上,线上代理商,付费推广,产品推广部,5,334,0.44012,0.350299,0,0,0,0.003862,0.004831,0,0,0,1.859281,2.505988,2.505988,2.505988,22.27279,35.14113,0.003862,0.008982,0,0,0,0.106397,0.167869,0,0,0,0.004777,2.65,0.012659,0.281952,0.444853,0,0.4738,-0.3439,0.9727
20190626,813194,广点通-派瑞,线上CPC,付费推广,产品推广部,5,306,0.303922,0.218954,0,0,0,0.071405,0.083555,0,0,0,1.571895,1.973856,1.973856,1.973856,13.715045,21.037398,0.071405,0.13134,0,0,0,0.523394,0.802829,2.607451,0.307898,797.88,0.038162,2.65,0.101129,1.386994,2.127497,0.81593,0.3136,-0.371,0.9818
20190626,810389,岚宇,线上代理商,付费推广,产品推广部,5,52,0.576923,0.442308,0,0,0,0.07,0.073048,0,0,0,2.019231,2.769231,2.769231,2.769231,0,0,0.07,0.1475,0,0,0,0,0,0,0,0,0.025703,2.65,0.068113,0,0,0,0,0,0
20190626,816018,掌越科技,线上代理商,付费推广,产品推广部,5,190,0.652632,0.426316,0,0,0,0.043,0.025036,0,0,0,2.173684,3.073684,3.073684,3.073684,0,0,0.043,0.054421,0,0,0,0,0,0,0,0,0.012865,2.65,0.034092,0,0,0,0,0,0
20190626,815658,头条-优矩,线上CPC,付费推广,产品推广部,5,339,0.188791,0.138643,0,0,0,0.062861,0.049546,0,0,0,1.365782,1.625369,1.625369,1.625369,8.632916,12.843931,0.062861,0.06767,0,0,0,0.437585,0.651033,4.428584,0.147007,1501.29,0.050688,2.65,0.134323,1.1596,1.725237,0.389569,0.2062,-0.3951,0.9753
20190626,815398,广点通-派瑞3,线上CPC,付费推广,产品推广部,5,417,0.484412,0.318945,0,0,0,0.065755,0.064149,0,0,0,1.872902,2.479616,2.479616,2.479616,21.063325,32.754197,0.065755,0.120144,0,0,0,0.786821,1.223533,3.576763,0.342078,1491.51,0.037355,2.65,0.098991,2.085076,3.242362,0.906507,0.4829,-0.3646,0.9955
20190626,814153,铉音dsp,线上CPC,付费推广,产品推广部,5,62,0.177419,0.145161,0,0,0,0.001935,0.002785,0,0,0,1.274194,1.548387,1.548387,1.548387,0,0,0.001935,0.003548,0,0,0,0,0,0,0,0,0.01861,2.65,0.049316,0,0,0,0,0,0
